Count,Name,Department,Classification,PB13 Entry,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,Chair's Remuneration (p.a. unless otherwise stated),Chief Executive / Secretary,Chief Executive / Secretary Remuneration,Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Government Funding,Total Gross Expenditure,Staff employed,Audit Arrangements,OCPA Regulated,Chair Ministerial or non-ministerial Appt,Chair Paid or unpaid,Chair Male?,Chair Female?,Chair Gender Unknown/ undeclared?,Board Members Ministerial or non-ministerial Appt,Board Members Paid or unpaid,Male Board Members,Female Board Members,Gender Unknown/ undeclared Board Members,No. Bodies
1,Intellectual Property Office,"Department for Business, Innovation and Skills",Executive Agency,FULL,-,No,"Responsible for intellectual property rights in the UK, including patents, designs, trade marks and copyright. It can help you get the right type of protection for your creation or invention","Established 1852, (Intellectual Property Office) IPO became the operating name of Patent Office April 2007.  John Alty was seconded to BIS during the report period; remuneration shown is full year salary.","Concept House, Cardiff Road, Newport, South Wales, NP10 8QQ",0300 300 2000,information@ipo.gov.uk,http://www.ipo.gov.uk/,Bob Gilbert,"£10,000",John Alty,"£135,000-£140,000",No,Yes,Yes,PHSO,2013-14,-,£0,£0,961,NAO,No,ministerial,Paid,1,0,0,Ministerial,Paid,4,1,0,1
1,Land Registration Rule Committee,"Department for Business, Innovation and Skills",Advisory NDPB,FULL,Retain,No,The LRRC advises and assists in the making of Land Registration Rules and Land Registration Fee Orders and draft amendments for the Secretary of State under the Land Registration Act 2002.,Established 2002.,"HM Land Registry, Trafalgar House, 1 Bedford Park, Croydon CR0 2AQ",0300 006 7127 ,Carol.Gurajena@landregistry.gsi.gov.uk,http://www.landregistry.gov.uk/professional/law-and-practice/act-and-rules/land-registration-rule-committee,Mr Justice Morgan,£0,Carol Gurajena,Civil Servant,No,Yes,No,-,-,2002,-,-,-,-,No,-,Unpaid,1,0,0,"1 Ministerial, 6 non-Ministerial ",Unpaid,5,2,0,1
1,Low Pay Commission,"Department for Business, Innovation and Skills",Advisory NDPB,FULL,Retain,No,The Low Pay Commission advises the Government on the National Minimum Wage under an annual remit. ,Established 1997. Remuneration is not claimed by the Chair/all members.,"8th Floor, Fleetbank House, London, EC4Y 8JX",020 7211 8119,lpc@lowpay.gov.uk,https://www.gov.uk/government/organisations/low-pay-commission,David Norgrove,£0,Simon Blake,Civil Servant,No,No,Yes,PHSO,2014,2013,"£827,000","£827,000",8,NAO,Yes,Ministerial,Unpaid,1,0,0,Ministerial,Unpaid,8,1,0,1
1,Medical Research Council (MRC),"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,"The Medical Research Council is dedicated to improving human health. It supports research across the spectrum of medical sciences, in universities and hospitals, in its own units and institutes in the UK, and in units in Africa.",The Medical Research Council was founded in 1913 to tackle the public health menace of tuberculosis.  Triennial review began 2013.,"Polaris House, North Star Avenue, Swindon, SN2 1FL",01793 416200,corporate@headoffice.mrc.ac.uk,http://www.mrc.ac.uk/,Mr Donald Brydon,"£16,430",Professor Sir J Savill,"£120,000-£125,000",Yes,Yes,Yes,PHSO,2012-13,2014,"£766,020,300","£766,020,300",2461,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,8,5,0,1
1,Met Office,"Department for Business, Innovation and Skills",Executive Agency,FULL,-,No,"Met Office provides weather and climate-related services to the armed forces, government departments, the public, civil aviation, shipping, industry, agriculture and commerce",Established 1854. Currently agreeing terms of reference for Triennial Review.,"FitzRoy Road, Exeter, Devon, EX1 3PB",0870 900 0100,enquiries@metoffice.gov.uk,http://www.metoffice.gov.uk/,Greg Clarke,"£35,000-£40,000","John Hirst, Rob Varley from 10 Sept","£145,000-£150,000",No,Yes,Yes,-,"2012-13
13/14 being finalised",-,"£175,000,000","£196,100,000","1,939",NAO,No,Ministerial,Paid  ,1,0,0,Ministerial,Paid (excluding ShEx NED),6,2,-,1
1,National Measurement Office,"Department for Business, Innovation and Skills",Executive Agency,FULL,-,Yes,"Provides policy support to Ministers on measurement issues and a measurement infrastructure which enables innovation and growth, promotes trade and facilitates fair competition and the protection of consumers, health and the environment.",Established 1866.,"Stanton Avenue, Teddington, TW11 0JZ",020 8943 7272,info@nmo.gov.uk,http://www.bis.gov.uk/nmo,Isobel Pollock,"£0-£5,000",Richard Sanders,"£80,000-£85,000",No,Yes,Yes,PHSO,2012-13,2001,"£62,187,000","£79,823,000",78,NAO,No,0,-,0,0,0,-,0,0,0,0,1
1,Natural Environment Research Council (NERC),"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,"The UK's main agency for funding and managing research, training and knowledge exchange in the environmental sciences, covering atmospheric, earth, biological, terrestrial and aquatic science, from the deep oceans to the upper atmosphere and from the poles to the equator.",Established 1965.  Triennial review began 2013.,"Polaris House, North Star Ave, Swindon, SN2 1EU",01793 411500,-,http://www.nerc.ac.uk/,Sir Anthony Cleaver,"£16,430",Professor Duncan Wingham,"£125,000-£130,000",No,No,Yes,PHSO,2013-14,2014,"£365,853,000","£365,853,000",2433,NAO,Yes,Ministerial,Paid,1,0,0,Ministeral,Paid,9,5,0,1
1,Office for Fair Access,"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,"The role of the Office for Fair Access is to promote and safeguard fair access to higher education for lower income and other under-represented groups following the introduction of higher tuition fees in 2006-07.

",Established 2004.  CE's remuneration is based on 3 days per week.  The body was exempted from first round of Triennial Reviews. Office for Fair Access does not have a chair or a board.,"Northavon House, Coldharbour Lane, Bristol BS16 1QD
",0117 931 7171,enquiries@offa.org.uk,http://www.offa.org.uk/,-,-,Prof Les Ebdon,"£78,000",No,No,Yes,PHSO,2012-13,2010,"£1,313,000","£1,382,066",13,NAO,Yes,-,0,0,0,0,0,0,0,0,0,1
1,Regulatory Policy Committee,"Department for Business, Innovation and Skills",Advisory NDPB,FULL,-,No,"The strategic purpose of the (Regulatory Policy Committee) RPC is to contribute to a cultural change in the Governments approach to regulation and support better and smarter regulation, through improving the use of evidence and analysis in regulatory policy-making. The RPC provides independent scrutiny of the quality of analysis of new regulatory proposals to inform Government decision-making. The RPC also undertakes independent investigative activity as requested by the Reducing Regulation Committee",Established in 2009 as ad hoc advisory body. Reclassified as advisory NDPB in November 2011,"1 Victoria St, London, SW1H 0ET",020 7215 1460,regulatoryenquiries@rpc.gsi.gov.uk,https://www.gov.uk/government/organisations/regulatory-policy-committee,Michael Gibbons OBE,"£20,000",Sebastian Catovsky - Head of Secretariat,Civil Servant,No,Yes (summary / extract),Yes,PHSO,2013,-,£0,"£127,000",13.6,-,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,6,1,0,1
1,Science and Technology Facilities Council,"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,"STFC has three distinct but interrelated functions:                                                                                                                                                                                                                                     Universities:  supporting university-based research, innovation and skills development in astronomy, particle physics and nuclear physics; 
 Scientific facilities:  providing access to world-leading, large-scale facilities across a range of physical and life sciences, enabling research, innovation and skills training in these areas, and; 
 National campuses:  building national Science and Innovation Campuses around our national laboratories to promote academic and industrial collaboration and translation of our research to market through direct interaction with industry.","Formed as a new Research Council in 2007 through a merger of the Council for Central Laboratory of the Research Councils and the Particle Physics and Astronomy Research council and the transfer of responsibility for nuclear physics from the Engineering and Physical Sciences Research Council. The Chairs remuneration of £15,000-20,000 honorarium is net of a recovery of an overpayment of £7,591 made in the 2012-13 honorarium payment. Triennial review began 2013.","Polaris House, North Star Avenue, Swindon SN2 1SZ",01793 442000,enquiries@stfc.ac.uk,http://www.stfc.ac.uk/,Professor Sir Michael Sterling,"£15,000-£20,000 ",Professor John Womersley,"£125,000-£130,000",No,Yes,Yes,PHSO,2013-14,2014,"£520,326,000","£520,326,000","1,723",NAO,Yes,-,0,0,0,1,0,12,0,0,12,1
1,Skills Funding Agency,"Department for Business, Innovation and Skills",Executive Agency,FULL,-,No,The Skills Funding Agency funds and promotes adult further education and skills training in England (excluding higher education).,Established April 2010.  Barbara Spicer was appointed Chief Executive on an interim basis from November 2013 and on departure Keith Smith was appointed Chief Executive on an interim basis from August 2014; remuneration shown is full year equivalent salary. A permanent CE is being recruited. 2012-13 annual report published in Houses of Parliament on 23.6.13. ,"Cheylesmore House, Quinton Road, Coventry, CV1 2WT",0845 377 5000,info@skillsfundingagency.bis.gov.uk,http://skillsfundingagency.bis.gov.uk/,-,-,Keith Smith,"£140,000",No,No,Yes,PHSO,2013-14 ,2011,"£3,500,000,000","£4,350,000,000","1,268",NAO,No,-,0,0,0,0,0,0,0,0,0,1
1,Student Loans Company,"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,The SLC is a non-profit making government-owned organisation set up to provide loans and grants to students in universities & colleges in the UK.,"Established 1989. Government funding and expenditure figures represent UK totals from BIS and the Devolved Administrations. Mick Laverty became CE on 3 January 2013  his remuneration between then and 31 March was £56,000.","100 Bothwell Street, Glasgow G2 7JD",0141 306 2000,-,http://www.slc.co.uk/,Christian Brodie,"£50,000",Mick Laverty,"£160,000",No,Yes,Yes,PHSO,2013/14,2000,"£154,000,000",£0,2367,KPMG,Yes,Ministerial,Paid ,1,0,0,Ministerial,Paid,4,1,-,1
1,UK Atomic Energy Authority,"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,No,"To carry out research into nuclear fusion and related topics e.g. advanced materials for fusion and fission. To manage the Joint European Torus project on behalf of the European Community. To manage the Culham and Harwell sites. To manage historical liabilities, including the Authority Pension Schemes.",Established 1954. Goverment funding is a combination of £7.1million from BIS and £27.85m from Engineering and Physical Sciences Research Council ,"UK Atomic Energy Authority, Culham Science Centre, Abingdon, OX14 3DB",01235 528822,foienquiries@uk-atomic-energy.org.uk,https://www.gov.uk/government/organisations/uk-atomic-energy-authority,Professor Roger Cashmore ,"£25,000",Professor Steven Cowley,"£231,060",No,Yes,Yes,-,2013-14,2010,"£34,950,000","£100,500,000",624,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,Paid,4,0,0,1
1,UK Commission for Employment and Skills,"Department for Business, Innovation and Skills",Executive NDPB,FULL,Retain,Yes,"UKCES provides strategic leadership on skills and employment issues.  Led by Commissioners from large and small employers, trade unions and the voluntary sector, they aim to raise skill levels to help drive enterprise, create more and better jobs and economic growth.","Established 2008.  Chair remuneration represents payment to John Lewis Partnership for Chair's services in 2012/13.  CE remuneration includes London allowance of £3,500. Triennial Review started, expected to end December 2014 . 2012-13 annual report published in Houses of Parliament on 8.7.14. 2013-14 report finalised for July 2014. Members are eligible to claim remuneration of up to £4k plus T&S","Renaissance House, Adwick Park, Wath-Upon-Dearne S63 5NB, Sanctuary Buildings, 20 Great Smith Street, London SW1P 3BT",01709 772800,info@ukces.org.uk,http://www.ukces.org.uk/,Charlie Mayfield,"£32,000",Michael Davis,"£128,500",No,No,Yes,PHSO,2013-14 ,2010,"£39,500,000","£61,600,000",111,NAO,Yes,Ministerial,Paid,1,0,0,Ministerial,-,22,6,0,1
1,UK Space Agency,"Department for Business, Innovation and Skills",Executive Agency,FULL,-,No,"The UK Space Agency was established to lead and foster the growing UK Space sector, delivering a world-class space programme with maximum economy, scientific and social benefit. The Agency drives the British contribution to collaborative efforts on space, represents the UK sector on the international stage and works to inspire the next generation of space scientists and technologists. The Agency is also responsible for the licensing regime under the Outer Space Act 1986 to secure compliance with international obligations on launching and operation of space objects. Taken together, the Agency aims to create a dynamic environment in which the UK space sector can meet its ambition to grow by a factor of four between 2010 and 2030.",Established 2011.  UKSA was reviewed by the Science and Technology enquiry committee 2013.  David Parker became CE in November 2012; remuneration shown is full year salary.,"Polaris House, North Star Avenue, Swindon, Wilts SN2 1SZ",020 7215 5000,-,http://www.bis.gov.uk/ukspaceagency,Rob Douglas,"£8,000",David Parker,"£90,000-£95,000",No,Yes,Yes,PHSO,2012-13,-,"£325,203,000","£325,203,000",50,NAO,No,Ministerial,Paid,1,0,0,Ministerial,Paid,2,1,0,1
1,Building Regulations Advisory Committee,Department for Communities and Local Government,Advisory NDPB,FULL,Retain,No,To advise the Secretary of State on the exercise of his powers to make building regulations for England and on other subjects connected with building regulations.,The Building Regulations Advisory Committee was set up in April 1962 under Section 9 of the Public Health Act 1961 (now Section 14 of the Building Act 1984).Triennial Review completed 2013.,"c/o DCLG, Sustainable Buildings Division, Zone 5/E8 Eland House, Bressenden Place, London, SW1E 5DU",0303 4441 813,brac@communities.gsi.gov.uk,https://www.gov.uk/government/organisations/building-regulations-advisory-committee,Neil Cooper,£0,Civil Servant,Civil Servant,No ,Yes,Yes,PHSO,2012,2013,-,-,-,NAO,Yes,Ministerial,Unpaid,1,0,0,Ministerial ,Unpaid,14,2,-,1
